Well;Plate;ID_unique;Light_panel;Group;Genus;Species;Strain;Species_Strain;Medium;Replicate;Salinity;Temperature;Light_period;Light_intensity;Experiment
H3;4;H3_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;11;14;25;2
A4;4;A4_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;11;14;50;2
B4;4;B4_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;11;14;50;2
C4;4;C4_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;11;14;50;2
D4;4;D4_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;11;14;50;2
E4;4;E4_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;11;14;25;2
F4;4;F4_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;11;14;25;2
G4;4;G4_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;11;14;25;2
H4;4;H4_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;11;14;25;2
A5;4;A5_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;11;14;50;2
B5;4;B5_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;11;14;50;2
C5;4;C5_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;11;14;50;2
D5;4;D5_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;11;14;50;2
E5;4;E5_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;11;14;25;2
F5;4;F5_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;11;14;25;2
G5;4;G5_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;11;14;25;2
H5;4;H5_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;11;14;25;2
A6;4;A6_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;11;14;50;2
B6;4;B6_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;11;14;50;2
C6;4;C6_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;11;14;50;2
D6;4;D6_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;11;14;50;2
E6;4;E6_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;11;14;25;2
F6;4;F6_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;11;14;25;2
G6;4;G6_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;11;14;25;2
H6;4;H6_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;11;14;25;2
A7;4;A7_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;11;14;50;2
B7;4;B7_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;11;14;50;2
C7;4;C7_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;11;14;50;2
D7;4;D7_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;11;14;50;2
E7;4;E7_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;11;14;25;2
F7;4;F7_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;11;14;25;2
G7;4;G7_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;11;14;25;2
H7;4;H7_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;11;14;25;2
A8;4;A8_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;11;14;50;2
B8;4;B8_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;11;14;50;2
C8;4;C8_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;11;14;50;2
D8;4;D8_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;11;14;50;2
E8;4;E8_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;11;14;25;2
F8;4;F8_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;11;14;25;2
G8;4;G8_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;11;14;25;2
H8;4;H8_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;11;14;25;2
A9;4;A9_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;11;14;50;2
B9;4;B9_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;11;14;50;2
C9;4;C9_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;11;14;50;2
D9;4;D9_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;11;14;50;2
E9;4;E9_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;11;14;25;2
F9;4;F9_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;11;14;25;2
G9;4;G9_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;11;14;25;2
H9;4;H9_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;11;14;25;2
A10;4;A10_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;11;14;50;2
B10;4;B10_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;11;14;50;2
C10;4;C10_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;11;14;50;2
D10;4;D10_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;11;14;50;2
E10;4;E10_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;11;14;25;2
F10;4;F10_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;11;14;25;2
G10;4;G10_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;11;14;25;2
H10;4;H10_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;11;14;25;2
A11;4;A11_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;11;14;50;2
B11;4;B11_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;11;14;50;2
C11;4;C11_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;11;14;50;2
D11;4;D11_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;11;14;50;2
E11;4;E11_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;11;14;25;2
F11;4;F11_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;11;14;25;2
G11;4;G11_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;11;14;25;2
H11;4;H11_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;11;14;25;2
A12;4;A12_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;11;14;50;2
B12;4;B12_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;11;14;50;2
C12;4;C12_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;11;14;50;2
D12;4;D12_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;11;14;50;2
E12;4;E12_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;11;14;25;2
F12;4;F12_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;11;14;25;2
G12;4;G12_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;11;14;25;2
H12;4;H12_4;3;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;11;14;25;2
A1;5;A1_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;20;15;14;200;2
B1;5;B1_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;20;15;14;200;2
C1;5;C1_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;20;15;14;200;2
D1;5;D1_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;20;15;14;200;2
E1;5;E1_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;20;15;14;100;2
F1;5;F1_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;20;15;14;100;2
G1;5;G1_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;20;15;14;100;2
H1;5;H1_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;20;15;14;100;2
A2;5;A2_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;25;15;14;200;2
B2;5;B2_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;25;15;14;200;2
C2;5;C2_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;25;15;14;200;2
D2;5;D2_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;25;15;14;200;2
E2;5;E2_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;25;15;14;100;2
F2;5;F2_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;25;15;14;100;2
G2;5;G2_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;25;15;14;100;2
H2;5;H2_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;25;15;14;100;2
A3;5;A3_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;30;15;14;200;2
B3;5;B3_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;30;15;14;200;2
C3;5;C3_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;30;15;14;200;2
D3;5;D3_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;15;14;200;2
E3;5;E3_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;30;15;14;100;2
F3;5;F3_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;30;15;14;100;2
G3;5;G3_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;30;15;14;100;2
H3;5;H3_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;15;14;100;2
A4;5;A4_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;15;14;200;2
B4;5;B4_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;15;14;200;2
C4;5;C4_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;15;14;200;2
D4;5;D4_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;15;14;200;2
E4;5;E4_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;15;14;100;2
F4;5;F4_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;15;14;100;2
G4;5;G4_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;15;14;100;2
H4;5;H4_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;15;14;100;2
A5;5;A5_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;15;14;200;2
B5;5;B5_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;15;14;200;2
C5;5;C5_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;15;14;200;2
D5;5;D5_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;15;14;200;2
E5;5;E5_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;15;14;100;2
F5;5;F5_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;15;14;100;2
G5;5;G5_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;15;14;100;2
H5;5;H5_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;15;14;100;2
A6;5;A6_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;15;14;200;2
B6;5;B6_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;15;14;200;2
C6;5;C6_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;15;14;200;2
D6;5;D6_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;15;14;200;2
E6;5;E6_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;15;14;100;2
F6;5;F6_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;15;14;100;2
G6;5;G6_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;15;14;100;2
H6;5;H6_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;15;14;100;2
A7;5;A7_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;15;14;200;2
B7;5;B7_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;15;14;200;2
C7;5;C7_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;15;14;200;2
D7;5;D7_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;15;14;200;2
E7;5;E7_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;15;14;100;2
F7;5;F7_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;15;14;100;2
G7;5;G7_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;15;14;100;2
H7;5;H7_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;15;14;100;2
A8;5;A8_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;15;14;200;2
B8;5;B8_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;15;14;200;2
C8;5;C8_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;15;14;200;2
D8;5;D8_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;15;14;200;2
E8;5;E8_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;15;14;100;2
F8;5;F8_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;15;14;100;2
G8;5;G8_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;15;14;100;2
H8;5;H8_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;15;14;100;2
A9;5;A9_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;15;14;200;2
B9;5;B9_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;15;14;200;2
C9;5;C9_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;15;14;200;2
D9;5;D9_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;15;14;200;2
E9;5;E9_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;15;14;100;2
F9;5;F9_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;15;14;100;2
G9;5;G9_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;15;14;100;2
H9;5;H9_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;15;14;100;2
A10;5;A10_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;15;14;200;2
B10;5;B10_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;15;14;200;2
C10;5;C10_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;15;14;200;2
D10;5;D10_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;15;14;200;2
E10;5;E10_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;15;14;100;2
F10;5;F10_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;15;14;100;2
G10;5;G10_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;15;14;100;2
H10;5;H10_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;15;14;100;2
A11;5;A11_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;15;14;200;2
B11;5;B11_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;15;14;200;2
C11;5;C11_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;15;14;200;2
D11;5;D11_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;15;14;200;2
E11;5;E11_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;15;14;100;2
